,index,Unnamed: 0,url,name,active_from,active_to,position,college,height,weight,birth_date,NBA_fg%,NBA_g_played,NBA_ppg,NBA_ft%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft_per_g,NBA_fta_p_g,NBA__3ptpg,NBA__3ptapg,NBA__3ptpct,NBA_efgpct,NBA_PER,NBA_vorp,NBA_bpm,NBA_ws_per_48,NBA_ws,NCAA_fgpct,NCAA_games,NCAA_ppg,NCAA_ft,NCAA_fgpg,NCAA_fgapg,NCAA_ftpg,NCAA_ftapg,NCAA__3ptpg,NCAA__3ptapg,NCAA__3ptpct
1562,4565,4565,/players/v/vaughja01.html,Jacque Vaughn,1998,2009,G,Kansas,6-1,190.0,"February 11, 1975",0.429,776,4.5,0.779,1.7,3.9,1.0,1.3,0.1,0.3,0.352,0.445,10.1,-4.5,-3.4,0.058,15.4,0.459,126.0,9.6,0.708,3.0,6.6,2.7,3.7,0.8,2.2,0.383
1563,4566,4566,/players/v/vaughra01.html,Rashad Vaughn,2016,2018,G,UNLV,6-6,202.0,"August 16, 1996",0.337,139,3.0,0.692,1.2,3.4,0.1,0.2,0.6,1.9,0.313,0.424,5.9,-1.2,-4.7,-0.017,-0.6,0.439,23.0,17.8,0.694,6.3,14.3,3.0,4.3,2.3,6.1,0.383
1564,4568,4568,/players/v/vaughlo01.html,Loy Vaught,1991,2001,F,Michigan,6-9,230.0,"February 27, 1968",0.504,689,10.1,0.718,4.4,8.8,1.2,1.7,0.0,0.1,0.244,0.506,15.4,2.2,-1.5,0.101,35.8,0.617,134.0,10.8,0.752,4.6,7.5,1.6,2.1,0.0,0.0,0.333
1565,4574,4574,/players/v/villach01.html,Charlie Villanueva,2006,2016,F,UConn,6-11,232.0,"August 24, 1984",0.435,656,10.4,0.772,4.0,9.3,1.2,1.6,1.1,3.2,0.341,0.494,16.0,4.7,-0.6,0.08,22.6,0.518,63.0,11.2,0.681,4.3,8.3,2.2,3.2,0.4,1.0,0.393
1566,4575,4575,/players/v/vincega01.html,Gabe Vincent,2020,2022,G,UC Santa Barbara,6-3,200.0,"June 14, 1996",0.396,127,6.7,0.831,2.4,6.2,0.5,0.6,1.3,3.9,0.343,0.505,9.4,-0.5,-2.9,0.051,2.5,0.409,113.0,12.8,0.769,4.4,10.7,1.8,2.4,2.2,5.7,0.376
1567,4579,4579,/players/v/vinsofr01.html,Fred Vinson,1995,2000,G,Georgia Tech,6-4,190.0,"January 28, 1971",0.25,13,1.3,0.667,0.5,1.8,0.2,0.2,0.2,1.0,0.231,0.313,-2.0,-0.2,-14.0,-0.179,-0.2,0.411,61.0,7.0,0.795,2.5,6.0,0.6,0.7,1.5,3.9,0.383
1568,4585,4585,/players/v/vonleno01.html,Noah Vonleh,2015,2021,F,Indiana,6-10,257.0,"August 24, 1995",0.459,339,4.9,0.691,1.9,4.1,0.8,1.2,0.3,0.9,0.308,0.492,12.0,-0.6,-2.4,0.078,9.2,0.523,30.0,11.3,0.716,3.8,7.2,3.2,4.5,0.5,1.1,0.485
1569,4591,4591,/players/v/vromaja01.html,Jackson Vroman,2005,2006,F-C,Iowa State,6-10,220.0,"June 6, 1981",0.408,87,3.3,0.58,1.2,3.0,0.8,1.4,0.0,0.0,0.0,0.408,8.2,-0.9,-5.1,0.001,0.0,0.558,63.0,13.2,0.512,5.4,9.7,2.4,4.7,0.0,0.2,0.077
1570,4592,4592,/players/v/vucevni01.html,Nikola Vučević,2012,2022,C,USC,6-10,260.0,"October 24, 1990",0.494,741,16.9,0.757,7.3,14.8,1.6,2.1,0.8,2.2,0.348,0.519,20.5,24.3,2.2,0.124,58.9,0.509,87.0,11.1,0.746,4.2,8.3,2.2,2.9,0.4,1.4,0.303
1571,4596,4596,/players/w/wadede01.html,Dean Wade,2020,2022,F,Kansas State,6-9,228.0,"November 20, 1996",0.447,126,5.3,0.714,1.9,4.3,0.4,0.6,1.0,2.8,0.365,0.568,10.9,0.6,-1.0,0.094,4.4,0.498,126.0,12.0,0.711,4.3,8.7,2.3,3.2,1.0,2.6,0.386
1572,4597,4597,/players/w/wadedw01.html,Dwyane Wade,2004,2019,G,Marquette,6-4,220.0,"January 17, 1982",0.48,1054,22.0,0.765,8.0,16.7,5.4,7.1,0.5,1.8,0.293,0.495,23.5,62.8,5.0,0.162,120.7,0.494,65.0,19.7,0.745,7.3,14.8,4.6,6.2,0.5,1.5,0.333
1573,4599,4599,/players/w/wafervo01.html,Von Wafer,2006,2012,G,Florida State,6-5,210.0,"July 21, 1985",0.42,200,5.3,0.751,2.0,4.6,0.9,1.1,0.5,1.6,0.325,0.475,11.8,0.1,-1.8,0.064,3.3,0.405,61.0,10.1,0.669,3.5,8.7,1.3,1.9,1.8,4.9,0.365
1574,4601,4601,/players/w/wagneda02.html,Dajuan Wagner,2003,2007,G,Memphis,6-2,200.0,"February 4, 1983",0.366,103,9.4,0.77,3.4,9.4,1.6,2.1,0.9,2.8,0.321,0.414,9.9,-1.6,-4.9,0.0,0.0,0.41,36.0,21.2,0.722,7.4,18.0,4.6,6.4,1.8,5.8,0.317
1575,4603,4603,/players/w/wagnefr01.html,Franz Wagner,2022,2022,G-F,Michigan,6-9,225.0,"August 27, 2001",0.468,79,15.2,0.863,5.8,12.3,2.4,2.8,1.2,3.4,0.354,0.517,14.7,0.8,-0.7,0.079,4.0,0.465,55.0,12.0,0.835,4.3,9.3,2.0,2.4,1.4,4.3,0.325
1576,4605,4605,/players/w/wagnemo01.html,Moritz Wagner,2019,2022,F-C,Michigan,6-11,245.0,"April 26, 1997",0.487,196,7.5,0.813,2.6,5.4,1.5,1.9,0.7,2.3,0.321,0.555,14.7,0.4,-1.4,0.096,5.9,0.547,107.0,10.4,0.698,3.9,7.2,1.5,2.2,1.0,2.7,0.385
1577,4607,4607,/players/w/wainris01.html,Ish Wainright,2022,2022,F,Baylor,6-6,250.0,"September 12, 1994",0.394,45,2.4,0.583,0.9,2.3,0.2,0.3,0.4,1.3,0.322,0.486,9.4,0.0,-2.0,0.079,0.6,0.418,132.0,3.8,0.659,1.3,3.2,0.7,1.0,0.4,1.3,0.331
1578,4608,4608,/players/w/waitedi01.html,Dion Waiters,2013,2020,G,Syracuse,6-3,215.0,"December 10, 1991",0.412,419,13.1,0.694,5.0,12.2,1.7,2.5,1.4,4.0,0.346,0.468,12.0,-0.4,-2.1,0.036,8.8,0.453,71.0,9.7,0.753,3.5,7.7,1.8,2.3,1.0,2.8,0.348
1579,4613,4613,/players/w/walkean02.html,Antoine Walker,1997,2008,F,Kentucky,6-8,224.0,"August 12, 1976",0.414,893,17.5,0.633,6.8,16.5,2.3,3.7,1.6,4.8,0.325,0.461,16.0,18.0,0.3,0.058,38.1,0.449,69.0,11.7,0.66,4.7,10.4,1.9,2.9,0.4,1.5,0.252
1580,4618,4618,/players/w/walkebi01.html,Henry Walker,2009,2015,F,Kansas State,6-6,220.0,"October 9, 1987",0.446,181,6.0,0.76,2.1,4.8,0.6,0.9,1.0,2.8,0.369,0.556,10.8,0.2,-1.8,0.079,5.0,0.456,37.0,15.3,0.727,5.6,12.3,3.2,4.4,0.9,3.3,0.285
1581,4621,4621,/players/w/walkeke02.html,Kemba Walker,2012,2022,G,UConn,6-0,184.0,"May 8, 1990",0.418,741,19.5,0.84,6.7,16.1,3.8,4.5,2.2,6.2,0.36,0.488,19.1,29.8,2.8,0.116,59.6,0.428,111.0,16.1,0.783,5.2,12.2,4.5,5.8,1.1,3.5,0.326
1582,4623,4623,/players/w/walkelo01.html,Lonnie Walker IV,2019,2022,G,Miami (FL),6-4,204.0,"December 14, 1998",0.414,208,9.4,0.779,3.5,8.5,1.1,1.4,1.2,3.6,0.343,0.486,11.0,-1.3,-3.2,0.022,2.0,0.415,32.0,11.5,0.738,4.1,9.9,1.5,2.0,1.8,5.1,0.346
1583,4626,4626,/players/w/walkesa01.html,Samaki Walker,1997,2006,F,Louisville,6-9,240.0,"February 25, 1976",0.462,445,5.3,0.63,2.1,4.6,1.1,1.8,0.0,0.0,0.111,0.462,12.7,-1.1,-2.6,0.089,14.2,0.57,50.0,14.3,0.568,5.5,9.7,3.2,5.6,0.0,0.1,0.286
1584,4628,4628,/players/w/walljo01.html,John Wall,2011,2021,G,Kentucky,6-3,210.0,"September 6, 1990",0.431,613,19.1,0.779,6.9,16.0,4.3,5.5,1.0,3.1,0.323,0.462,19.2,24.0,2.4,0.097,44.1,0.461,37.0,16.6,0.754,5.5,11.8,4.7,6.3,1.0,3.1,0.325
1585,4630,4630,/players/w/wallage01.html,Gerald Wallace,2002,2015,F,Alabama,6-7,215.0,"July 23, 1982",0.469,832,11.9,0.709,4.2,9.0,3.0,4.2,0.5,1.6,0.312,0.496,16.3,23.5,1.8,0.116,59.7,0.438,36.0,9.8,0.568,3.5,8.0,2.4,4.3,0.3,1.8,0.175
1586,4631,4631,/players/w/wallajo01.html,John Wallace,1997,2004,F,Syracuse,6-8,225.0,"February 9, 1974",0.462,381,7.6,0.74,3.0,6.6,1.5,2.1,0.0,0.1,0.3,0.465,14.0,-1.0,-2.7,0.05,6.4,0.533,127.0,16.7,0.738,6.2,11.6,4.0,5.4,0.3,0.8,0.39
1587,4632,4632,/players/w/wallara01.html,Rasheed Wallace,1996,2013,F-C,UNC,6-10,225.0,"September 17, 1974",0.467,1109,14.4,0.721,5.7,12.2,2.1,2.9,1.0,2.9,0.336,0.507,17.0,38.3,2.2,0.139,105.1,0.635,69.0,13.0,0.621,5.5,8.6,2.1,3.4,0.0,0.1,0.25
1588,4634,4634,/players/w/wallaty01.html,Tyrone Wallace,2018,2022,G,California,6-5,198.0,"June 10, 1994",0.422,112,5.1,0.656,2.0,4.7,0.9,1.4,0.2,0.7,0.207,0.438,8.1,-1.4,-5.2,0.003,0.1,0.415,129.0,12.6,0.613,4.6,11.0,2.6,4.2,0.9,3.1,0.292
1589,4639,4639,/players/w/waltere01.html,Rex Walters,1994,2000,G,"Northwestern, Kansas",6-4,190.0,"March 12, 1970",0.441,335,4.6,0.809,1.7,3.9,0.6,0.8,0.6,1.5,0.361,0.514,11.2,0.0,-2.0,0.066,6.3,0.5,120.0,13.4,0.837,4.5,9.0,2.6,3.1,1.7,4.1,0.426
1590,4643,4643,/players/w/waltode01.html,Derrick Walton,2018,2022,G,Michigan,6-0,189.0,"April 3, 1995",0.356,45,2.2,0.895,0.7,2.0,0.4,0.4,0.4,1.2,0.37,0.467,8.9,0.1,-1.0,0.077,0.8,0.404,127.0,11.6,0.837,3.4,8.4,2.9,3.5,1.8,4.6,0.401
1591,4645,4645,/players/w/waltolu01.html,Luke Walton,2004,2013,F,Arizona,6-8,235.0,"March 28, 1980",0.429,564,4.7,0.715,1.9,4.3,0.7,0.9,0.3,1.0,0.326,0.466,11.7,2.5,-1.0,0.067,13.5,0.426,129.0,9.1,0.685,3.3,7.6,2.1,3.1,0.5,1.8,0.284
1592,4646,4646,/players/w/wanambr01.html,Brad Wanamaker,2019,2022,G,Pitt,6-3,210.0,"July 25, 1989",0.421,191,5.5,0.907,1.9,4.4,1.4,1.5,0.4,1.3,0.3,0.464,11.3,-0.3,-2.3,0.083,5.4,0.437,134.0,8.1,0.722,2.7,6.1,2.3,3.2,0.5,1.5,0.344
1593,4649,4649,/players/w/wardch01.html,Charlie Ward,1995,2005,G,Florida State,6-2,190.0,"October 12, 1970",0.408,630,6.3,0.771,2.2,5.4,0.8,1.0,1.0,2.8,0.364,0.502,13.8,14.5,2.1,0.113,33.0,0.441,91.0,8.1,0.636,2.9,6.5,1.5,2.4,0.8,2.5,0.323
1594,4652,4652,/players/w/wareca01.html,Casper Ware,2014,2014,G,Cal State Long Beach,5-10,175.0,"January 17, 1990",0.429,9,5.3,0.833,2.0,4.7,0.6,0.7,0.8,2.3,0.333,0.512,13.0,0.0,-2.4,0.071,0.2,0.402,131.0,14.1,0.784,4.5,11.1,3.5,4.4,1.6,4.7,0.349
1595,4660,4660,/players/w/warretj01.html,T.J. Warren,2015,2021,F,NC State,6-8,220.0,"September 5, 1993",0.507,332,15.5,0.78,6.4,12.6,1.9,2.5,0.7,2.1,0.357,0.536,16.7,4.2,-0.2,0.099,19.6,0.555,70.0,18.5,0.654,7.5,13.6,2.8,4.3,0.6,2.0,0.315
1596,4661,4661,/players/w/warrewi01.html,Willie Warren,2011,2011,G,Oklahoma,6-4,203.0,"October 22, 1989",0.371,19,1.9,0.75,0.7,1.8,0.3,0.4,0.3,0.8,0.333,0.443,10.8,0.0,-2.7,0.065,0.2,0.459,57.0,15.2,0.788,4.9,10.6,3.8,4.8,1.7,4.9,0.35
1597,4663,4663,/players/w/warriha01.html,Hakim Warrick,2006,2013,F,Syracuse,6-9,219.0,"July 8, 1982",0.49,526,9.4,0.726,3.4,6.9,2.6,3.6,0.0,0.2,0.191,0.493,15.5,0.4,-1.9,0.092,20.4,0.536,135.0,15.4,0.659,5.7,10.6,3.9,5.9,0.1,0.3,0.25
1598,4667,4667,/players/w/washida01.html,Darius Washington,2008,2008,G,Memphis,6-2,195.0,"December 6, 1985",0.438,18,2.9,0.538,1.2,2.7,0.4,0.7,0.2,0.7,0.333,0.479,9.0,-0.1,-4.7,0.012,0.0,0.442,73.0,14.4,0.754,4.7,10.7,3.7,4.9,1.3,3.4,0.376
1599,4670,4670,/players/w/washidu02.html,Duane Washington Jr.,2022,2022,G,Ohio State,6-3,210.0,"March 24, 2000",0.405,48,9.9,0.754,3.6,8.9,1.0,1.3,1.7,4.5,0.377,0.5,10.2,-0.7,-4.8,-0.002,0.0,0.397,94.0,11.4,0.8,3.9,9.9,1.6,2.0,2.0,5.4,0.361
1600,4671,4671,/players/w/washier01.html,Eric Washington,1998,1999,G,Alabama,6-4,190.0,"March 23, 1974",0.402,104,6.9,0.757,2.6,6.6,0.8,1.1,0.8,2.3,0.346,0.461,9.5,-0.9,-3.5,0.002,0.1,0.435,112.0,13.7,0.785,4.7,10.9,1.9,2.4,2.3,6.1,0.386
1601,4674,4674,/players/w/washipj01.html,P.J. Washington,2020,2022,F,Kentucky,6-7,230.0,"August 23, 1998",0.454,187,11.8,0.702,4.4,9.7,1.4,1.9,1.6,4.4,0.375,0.539,13.1,1.6,-0.9,0.07,8.0,0.521,72.0,12.9,0.632,4.5,8.7,3.4,5.4,0.5,1.4,0.384
1602,4680,4680,/players/w/watanyu01.html,Yuta Watanabe,2019,2022,F,George Washington,6-9,215.0,"October 13, 1994",0.409,121,3.8,0.667,1.4,3.3,0.5,0.7,0.6,1.6,0.352,0.494,10.8,-0.1,-2.2,0.071,2.1,0.425,134.0,10.9,0.788,3.8,8.9,2.1,2.7,1.2,3.5,0.337
1603,4681,4681,/players/w/waterli01.html,Lindy Waters III,2022,2022,G,Oklahoma State,6-6,215.0,"July 28, 1997",0.406,25,8.0,0.8,2.8,7.0,0.2,0.2,2.1,5.8,0.363,0.557,13.0,0.1,-1.6,0.081,0.8,0.427,121.0,9.5,0.817,3.2,7.5,1.7,2.0,1.5,3.8,0.39
1604,4682,4682,/players/w/watertr01.html,Tremont Waters,2020,2022,G,LSU,5-10,175.0,"January 10, 1998",0.354,40,3.7,0.96,1.3,3.7,0.6,0.6,0.5,1.8,0.296,0.425,10.5,-0.1,-3.0,0.012,0.1,0.423,66.0,15.6,0.807,5.2,12.2,3.3,4.2,1.9,5.7,0.34
1605,4683,4683,/players/w/watfotr01.html,Trendon Watford,2022,2022,F,LSU,6-9,240.0,"November 9, 2000",0.532,48,7.6,0.755,3.0,5.6,1.5,2.0,0.2,0.8,0.237,0.549,15.8,0.1,-1.7,0.104,1.9,0.484,59.0,14.9,0.662,5.5,11.4,3.2,4.8,0.6,2.1,0.29
1606,4686,4686,/players/w/watsocj01.html,C.J. Watson,2008,2017,G,Tennessee,6-2,175.0,"April 17, 1984",0.419,600,7.2,0.812,2.5,6.0,1.4,1.7,0.8,2.1,0.373,0.484,13.1,5.0,-0.3,0.096,24.1,0.432,119.0,12.0,0.777,3.6,8.4,3.4,4.3,1.4,3.5,0.396
1607,4687,4687,/players/w/watsoea01.html,Earl Watson,2002,2014,G,UCLA,6-1,195.0,"June 12, 1979",0.411,878,6.4,0.703,2.4,5.9,1.0,1.4,0.6,1.8,0.324,0.46,12.1,2.8,-1.4,0.047,19.2,0.45,129.0,11.2,0.654,4.0,8.9,2.2,3.3,1.0,3.0,0.341
1608,4688,4688,/players/w/watsoja01.html,Jamie Watson,1995,1999,F,South Carolina,6-7,190.0,"February 23, 1972",0.468,102,3.2,0.694,1.2,2.6,0.6,0.8,0.1,0.4,0.316,0.491,9.2,0.2,-1.5,0.045,1.2,0.45,115.0,11.3,0.63,4.5,10.0,1.8,2.9,0.5,1.9,0.248
1609,4689,4689,/players/w/watsopa01.html,Paul Watson,2020,2022,G,Fresno State,6-6,210.0,"December 30, 1994",0.42,46,3.8,0.684,1.3,3.1,0.3,0.4,0.9,2.2,0.392,0.559,9.7,0.0,-2.3,0.069,0.8,0.415,135.0,10.1,0.706,3.4,8.3,1.9,2.6,1.3,3.7,0.362
1610,4693,4693,/players/w/waynsma01.html,Maalik Wayns,2013,2014,G,Villanova,6-2,200.0,"May 2, 1991",0.3,29,2.7,0.895,0.9,3.1,0.6,0.7,0.2,1.1,0.226,0.339,5.7,-0.4,-9.3,-0.062,-0.3,0.412,95.0,12.5,0.848,4.0,9.7,3.6,4.2,1.0,3.4,0.291
1611,4695,4695,/players/w/weartr01.html,Travis Wear,2015,2018,F,"UNC, UCLA",6-10,230.0,"September 21, 1990",0.388,68,4.0,0.824,1.6,4.1,0.4,0.5,0.4,1.1,0.364,0.438,8.1,-0.7,-5.0,-0.005,-0.1,0.504,128.0,8.2,0.798,3.3,6.6,1.4,1.8,0.2,0.4,0.4
1612,4696,4696,/players/w/weathcl01.html,Clarence Weatherspoon,1993,2005,F,Southern Miss,6-6,240.0,"September 8, 1970",0.471,915,11.5,0.743,4.4,9.3,2.6,3.6,0.0,0.1,0.196,0.472,15.6,11.8,-0.3,0.101,58.4,0.576,117.0,18.2,0.677,6.8,11.8,4.3,6.3,0.3,0.6,0.444
1613,4698,4698,/players/w/weathqu01.html,Quinndary Weatherspoon,2020,2022,G,Mississippi State,6-3,205.0,"September 10, 1996",0.452,42,2.1,0.826,0.8,1.7,0.5,0.5,0.1,0.4,0.188,0.473,8.4,-0.2,-5.5,0.03,0.2,0.48,131.0,15.4,0.788,5.4,11.2,3.2,4.0,1.4,3.9,0.368
1614,4699,4699,/players/w/weaveky01.html,Kyle Weaver,2009,2011,G,Washington State,6-6,201.0,"February 18, 1986",0.441,73,5.0,0.736,1.8,4.2,0.7,1.0,0.6,1.6,0.353,0.51,10.3,0.3,-1.1,0.051,1.5,0.464,121.0,9.6,0.716,3.3,7.2,2.6,3.6,0.4,1.3,0.277
1615,4704,4704,/players/w/webbech01.html,Chris Webber,1994,2008,F-C,Michigan,6-9,245.0,"March 1, 1973",0.479,831,20.7,0.649,8.7,18.1,3.0,4.7,0.3,1.1,0.299,0.487,20.9,42.1,3.4,0.132,84.7,0.589,70.0,17.4,0.53,7.3,12.4,2.2,4.2,0.6,1.9,0.306
1616,4705,4705,/players/w/weberbr01.html,Briante Weber,2016,2018,G,VCU,6-2,165.0,"December 29, 1992",0.408,45,3.2,0.733,1.3,3.2,0.5,0.7,0.1,0.6,0.192,0.426,10.1,-0.1,-2.8,0.049,0.6,0.426,127.0,6.8,0.769,2.3,5.5,1.8,2.4,0.3,1.1,0.274
1617,4712,4712,/players/w/weemsso01.html,Sonny Weems,2009,2016,G-F,Arkansas,6-6,205.0,"July 8, 1986",0.465,183,6.5,0.702,2.8,6.0,0.7,1.0,0.2,0.7,0.283,0.48,10.1,-1.8,-4.2,0.001,0.0,0.473,69.0,13.3,0.767,5.2,11.0,1.6,2.1,1.3,3.7,0.366
1618,4717,4717,/players/w/wellsbo01.html,Bonzi Wells,1999,2008,G-F,Ball State University,6-5,210.0,"September 28, 1976",0.46,591,12.1,0.697,4.8,10.3,2.2,3.1,0.4,1.2,0.327,0.479,16.1,8.3,0.2,0.093,29.4,0.48,116.0,21.4,0.681,7.9,16.4,4.5,6.5,1.2,3.8,0.325
1619,4718,4718,/players/w/wellsbu01.html,Bubba Wells,1998,1998,F,Austin Peay State University,6-5,230.0,"July 26, 1974",0.414,39,3.3,0.721,1.2,3.0,0.8,1.1,0.0,0.2,0.167,0.418,11.1,-0.2,-3.5,0.013,0.1,0.522,105.0,21.6,0.747,8.3,15.9,4.1,5.5,0.9,2.2,0.405
1620,4723,4723,/players/w/welshth01.html,Thomas Welsh,2019,2019,C,UCLA,7-0,255.0,"February 3, 1996",0.538,11,1.6,0.5,0.6,1.2,0.1,0.2,0.3,0.6,0.429,0.654,16.1,0.0,1.2,0.162,0.1,0.537,132.0,9.5,0.798,4.0,7.5,1.0,1.3,0.3,0.9,0.407
1621,4726,4726,/players/w/werdaro01.html,Robert Werdann,1993,1997,C,St. John's,6-11,250.0,"September 12, 1970",0.378,47,2.1,0.574,0.8,2.1,0.6,1.0,0.0,0.0,0.0,0.378,9.8,-0.3,-6.3,0.026,0.1,0.494,107.0,9.7,0.689,3.6,7.3,2.4,3.6,0.0,0.0,0.333
1622,4728,4728,/players/w/wesleda01.html,David Wesley,1994,2007,G,Baylor,6-0,190.0,"November 14, 1970",0.424,949,12.5,0.786,4.5,10.6,2.3,3.0,1.2,3.2,0.368,0.48,14.2,15.7,0.1,0.097,61.3,0.441,70.0,17.5,0.828,5.3,11.9,5.2,6.3,1.8,4.7,0.377
1623,4730,4730,/players/w/westda01.html,David West,2004,2018,F-C,Xavier,6-9,250.0,"August 29, 1980",0.495,1034,13.6,0.817,5.5,11.1,2.5,3.0,0.1,0.2,0.265,0.498,18.6,27.6,1.7,0.141,85.9,0.531,126.0,16.9,0.757,5.8,10.8,5.3,6.9,0.1,0.4,0.327
1624,4731,4731,/players/w/westde01.html,Delonte West,2005,2012,G,Saint Joseph's,6-4,180.0,"July 26, 1983",0.448,432,9.7,0.826,3.7,8.3,1.4,1.7,0.9,2.3,0.372,0.501,13.9,8.7,0.9,0.099,24.5,0.489,89.0,13.9,0.831,5.1,10.3,2.5,3.0,1.3,3.4,0.377
1625,4734,4734,/players/w/westma02.html,Mario West,2008,2011,G,Georgia Tech,6-5,210.0,"June 19, 1984",0.448,162,1.0,0.563,0.3,0.8,0.2,0.4,0.0,0.1,0.2,0.456,9.4,-0.1,-2.4,0.084,1.4,0.47,103.0,3.2,0.678,1.1,2.4,0.8,1.2,0.1,0.5,0.288
1626,4738,4738,/players/w/westbru01.html,Russell Westbrook,2009,2022,G,UCLA,6-3,200.0,"November 12, 1988",0.438,1021,22.8,0.783,8.2,18.6,5.4,6.9,1.1,3.7,0.305,0.468,22.6,55.8,4.3,0.144,106.5,0.464,75.0,8.3,0.685,3.1,6.6,1.7,2.4,0.5,1.3,0.354
1627,4743,4743,/players/w/wheatde01.html,DeJuan Wheat,1998,1999,G,Louisville,6-0,165.0,"October 14, 1973",0.383,80,3.3,0.7,1.2,3.0,0.6,0.9,0.4,1.0,0.39,0.444,12.9,0.0,-1.9,0.034,0.5,0.452,136.0,16.1,0.755,5.3,11.8,3.0,4.0,2.4,6.3,0.377
1628,4745,4745,/players/w/wheelty01.html,Tyson Wheeler,1999,1999,G,Rhode Island,5-10,165.0,"October 8, 1975",1.0,1,4.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,76.1,0.0,51.1,1.367,0.1,0.412,125.0,15.3,0.705,5.1,12.4,2.8,3.9,2.4,6.5,0.371
1629,4747,4747,/players/w/whitean01.html,Andrew White,2018,2018,G,"Nebraska, Syracuse",6-7,210.0,"June 16, 1993",0.342,15,4.6,0.25,1.7,4.9,0.1,0.3,1.2,3.3,0.367,0.466,5.8,-0.2,-5.5,-0.034,-0.1,0.452,111.0,11.6,0.786,3.8,8.5,2.0,2.5,2.0,5.0,0.395
1630,4748,4748,/players/w/whiteco01.html,Coby White,2020,2022,G,UNC,6-5,195.0,"February 16, 2000",0.413,195,13.7,0.851,5.0,12.0,1.6,1.9,2.2,6.1,0.365,0.506,12.1,-0.6,-2.5,0.049,5.6,0.423,35.0,16.1,0.8,5.4,12.7,3.0,3.7,2.3,6.6,0.353
1631,4749,4749,/players/w/whitedj01.html,D.J. White,2009,2014,F,Indiana,6-9,251.0,"August 31, 1986",0.507,138,5.9,0.72,2.5,5.0,0.8,1.1,0.0,0.0,0.333,0.507,14.5,0.0,-2.1,0.087,3.8,0.562,99.0,14.6,0.69,5.5,9.8,3.5,5.1,0.0,0.0,0.333
1632,4750,4750,/players/w/whitede01.html,Derrick White,2018,2022,G,"Colorado-Colorado Springs, Colorado",6-4,190.0,"July 2, 1994",0.442,263,11.5,0.838,4.0,9.1,2.2,2.7,1.3,3.7,0.34,0.512,15.3,5.3,1.1,0.108,15.3,0.507,34.0,18.1,0.813,6.0,11.9,4.4,5.4,1.7,4.2,0.396
1633,4755,4755,/players/w/whiteja02.html,James White,2007,2013,G-F,"Florida, Cincinnati",6-7,200.0,"October 21, 1982",0.438,67,2.7,0.676,1.1,2.4,0.3,0.5,0.3,0.7,0.34,0.491,9.9,-0.2,-3.2,0.062,0.8,0.444,123.0,10.3,0.784,3.5,7.8,2.4,3.0,1.0,2.9,0.336
1634,4757,4757,/players/w/whiteok01.html,Okaro White,2017,2019,F,Florida State,6-8,205.0,"August 13, 1992",0.381,44,2.7,0.88,0.9,2.4,0.5,0.6,0.4,1.1,0.34,0.457,7.6,-0.1,-2.9,0.067,0.8,0.494,139.0,10.1,0.799,3.4,6.8,2.9,3.6,0.5,1.5,0.327
1635,4759,4759,/players/w/whitero02.html,Rodney White,2002,2005,F,UNC Charlotte,6-9,238.0,"June 28, 1980",0.424,218,7.1,0.749,2.8,6.7,1.0,1.3,0.4,1.3,0.314,0.455,12.3,-0.1,-2.2,0.026,1.8,0.487,28.0,18.7,0.713,6.7,13.8,4.1,5.7,1.2,3.4,0.347
1636,4765,4765,/players/w/whiteis01.html,Isaiah Whitehead,2017,2018,G,Seton Hall,6-4,213.0,"March 8, 1995",0.411,89,7.2,0.788,2.7,6.7,1.2,1.5,0.6,1.9,0.305,0.454,7.9,-1.4,-5.0,-0.025,-0.9,0.375,56.0,15.8,0.757,5.1,13.6,3.5,4.6,2.1,5.8,0.359
1637,4767,4767,/players/w/whitedo01.html,Donald Whiteside,1997,1998,G,Northern Illinois,5-10,160.0,"April 25, 1969",0.333,30,2.0,0.647,0.6,1.9,0.4,0.6,0.4,1.2,0.324,0.439,7.2,-0.1,-3.9,0.012,0.1,0.428,100.0,11.6,0.789,3.7,8.6,2.2,2.8,2.0,4.8,0.426
1638,4768,4768,/players/w/whiteha01.html,Hassan Whiteside,2011,2022,C,Marshall,7-0,265.0,"June 13, 1989",0.586,511,12.6,0.605,5.3,9.0,2.1,3.5,0.0,0.1,0.308,0.587,23.9,14.5,2.5,0.197,52.0,0.524,34.0,13.1,0.588,4.9,9.4,3.2,5.5,0.1,0.1,0.6
1639,4770,4770,/players/w/whitnch01.html,Chris Whitney,1994,2004,G,Clemson,6-0,168.0,"October 5, 1971",0.395,579,6.5,0.875,2.1,5.4,1.3,1.4,1.0,2.6,0.361,0.483,13.8,4.6,-0.2,0.101,21.2,0.427,58.0,14.6,0.788,4.6,10.8,2.4,3.1,2.9,7.0,0.413
1640,4774,4774,/players/w/whittsh01.html,Shayne Whittington,2015,2016,F-C,Western Michigan,6-11,250.0,"March 27, 1991",0.453,27,2.5,0.76,0.9,2.0,0.7,0.9,0.0,0.3,0.125,0.462,16.5,0.0,-1.8,0.142,0.4,0.515,114.0,9.8,0.76,3.6,7.1,2.4,3.2,0.1,0.4,0.167
