,index,Unnamed: 0,url,name,active_from,active_to,position,college,height,weight,birth_date,NBA_fg%,NBA_g_played,NBA_ppg,NBA_ft%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft_per_g,NBA_fta_p_g,NBA__3ptpg,NBA__3ptapg,NBA__3ptpct,NBA_efgpct,NBA_PER,NBA_vorp,NBA_bpm,NBA_ws_per_48,NBA_ws,NCAA_fgpct,NCAA_games,NCAA_ppg,NCAA_ft,NCAA_fgpg,NCAA_fgapg,NCAA_ftpg,NCAA_ftapg,NCAA__3ptpg,NCAA__3ptapg,NCAA__3ptpct
968,2752,2752,/players/m/maggeco01.html,Corey Maggette,2000,2013,F,Duke,6-6,218.0,"November 12, 1979",0.453,827,16.0,0.822,4.9,10.8,5.6,6.8,0.6,1.7,0.324,0.479,17.9,13.3,0.3,0.128,62.2,0.525,39.0,10.6,0.716,3.5,6.7,2.8,4.0,0.7,2.2,0.345
969,2770,2770,/players/m/malonma01.html,Matt Maloney,1997,2003,G,"Vanderbilt, Penn",6-3,192.0,"December 6, 1971",0.408,295,7.4,0.797,2.7,6.5,0.7,0.9,1.4,3.6,0.372,0.512,10.6,1.2,-1.3,0.061,9.5,0.419,113.0,12.1,0.793,4.1,9.8,1.5,1.8,2.4,6.0,0.405
970,2773,2773,/players/m/mamuksa01.html,Sandro Mamukelashvili,2022,2022,F,Seton Hall,6-11,240.0,"May 23, 1999",0.496,41,3.8,0.818,1.4,2.8,0.4,0.5,0.5,1.3,0.423,0.591,14.7,0.2,-0.3,0.135,1.1,0.459,115.0,9.6,0.663,3.5,7.6,1.7,2.6,0.9,2.6,0.339
971,2778,2778,/players/m/mannte01.html,Terance Mann,2020,2022,G-F,Florida State,6-5,215.0,"October 18, 1996",0.491,189,7.6,0.786,2.9,5.9,1.2,1.5,0.6,1.7,0.379,0.545,13.3,1.4,-0.6,0.122,10.0,0.552,140.0,9.4,0.67,3.6,6.5,1.8,2.8,0.4,1.2,0.327
972,2779,2779,/players/m/manntr01.html,Tre Mann,2022,2022,G,Florida,6-3,178.0,"February 3, 2001",0.393,60,10.4,0.793,3.9,9.8,1.1,1.4,1.6,4.5,0.36,0.476,10.2,-0.8,-4.3,0.002,0.1,0.422,53.0,10.2,0.788,3.6,8.5,1.8,2.2,1.3,3.6,0.349
973,2783,2783,/players/m/manniri01.html,Rich Manning,1996,1997,C,"Syracuse, Washington",6-11,253.0,"June 23, 1970",0.415,55,3.3,0.643,1.5,3.5,0.3,0.5,0.0,0.1,0.4,0.421,8.1,-0.8,-8.3,-0.028,-0.3,0.55,121.0,9.5,0.738,4.0,7.3,1.5,2.1,0.0,0.0,0.25
974,2784,2784,/players/m/mannini01.html,Nico Mannion,2021,2021,G,Arizona,6-2,190.0,"March 14, 2001",0.342,30,4.1,0.821,1.3,3.8,0.8,0.9,0.7,2.0,0.367,0.439,9.3,-0.2,-3.9,0.029,0.2,0.392,32.0,14.0,0.797,4.5,11.5,3.3,4.2,1.7,5.1,0.327
975,2789,2789,/players/m/marblde01.html,Devyn Marble,2015,2016,G-F,Iowa,6-6,200.0,"September 21, 1992",0.304,44,2.2,0.375,0.8,2.6,0.3,0.9,0.3,1.2,0.222,0.357,5.5,-0.4,-5.5,-0.028,-0.3,0.415,136.0,12.5,0.726,4.1,10.0,3.2,4.4,1.0,2.9,0.338
976,2791,2791,/players/m/marbust01.html,Stephon Marbury,1997,2009,G,Georgia Tech,6-2,180.0,"February 20, 1977",0.433,846,19.3,0.784,6.8,15.7,4.5,5.7,1.2,3.6,0.325,0.47,18.7,30.7,1.8,0.117,77.5,0.457,36.0,18.9,0.738,6.5,14.3,3.4,4.6,2.4,6.6,0.37
977,2795,2795,/players/m/mariosh01.html,Shawn Marion,2000,2015,F,"Vincennes University, UNLV",6-7,220.0,"May 7, 1978",0.484,1163,15.2,0.81,6.3,12.9,2.0,2.5,0.7,2.1,0.331,0.51,18.8,47.6,2.7,0.15,124.9,0.529,29.0,18.7,0.73,7.6,14.4,2.8,3.8,0.7,2.3,0.299
978,2797,2797,/players/m/markkla01.html,Lauri Markkanen,2018,2022,F-C,Arizona,7-0,240.0,"May 22, 1997",0.441,282,15.4,0.85,5.4,12.3,2.3,2.7,2.2,6.1,0.364,0.531,15.4,4.0,-0.1,0.095,16.6,0.492,37.0,15.6,0.835,5.0,10.2,3.7,4.4,1.9,4.4,0.423
979,2799,2799,/players/m/marksse01.html,Sean Marks,1999,2011,F-C,California,6-10,250.0,"August 23, 1975",0.448,230,2.8,0.665,1.1,2.5,0.5,0.8,0.0,0.1,0.2,0.452,9.1,-1.7,-5.0,0.055,2.6,0.487,86.0,6.5,0.669,2.5,5.1,1.4,2.1,0.1,0.3,0.4
980,2803,2803,/players/m/marshdo02.html,Donny Marshall,1996,2003,F,UConn,6-7,230.0,"July 17, 1972",0.321,119,2.5,0.681,0.7,2.3,0.6,0.9,0.4,1.1,0.336,0.399,8.7,-0.4,-3.8,0.045,0.9,0.474,121.0,9.9,0.791,3.5,7.4,2.5,3.2,0.4,1.3,0.302
981,2804,2804,/players/m/marshdo01.html,Donyell Marshall,1995,2009,F,UConn,6-9,218.0,"May 18, 1973",0.435,957,11.2,0.731,4.3,9.8,1.7,2.3,0.9,2.7,0.35,0.483,16.8,19.9,1.1,0.113,59.0,0.487,91.0,18.1,0.77,6.6,13.5,4.1,5.4,0.8,2.7,0.306
982,2805,2805,/players/m/marshke01.html,Kendall Marshall,2013,2016,G,UNC,6-4,200.0,"August 19, 1991",0.399,160,5.0,0.611,2.0,4.9,0.3,0.5,0.8,2.2,0.37,0.48,10.7,-1.1,-3.5,0.015,1.0,0.446,73.0,7.2,0.693,2.5,5.6,1.5,2.2,0.7,1.8,0.366
983,2806,2806,/players/m/marshna01.html,Naji Marshall,2021,2022,F,Xavier,6-7,220.0,"January 24, 1998",0.4,87,6.4,0.756,2.2,5.5,1.5,1.9,0.6,2.2,0.266,0.452,11.8,-0.1,-2.2,0.055,1.7,0.439,99.0,12.9,0.725,4.6,10.4,2.7,3.7,1.1,3.7,0.289
984,2807,2807,/players/m/marshra01.html,Rawle Marshall,2006,2007,G-F,"Ball State University, Oakland",6-9,190.0,"February 20, 1982",0.376,63,2.7,0.716,0.9,2.4,0.8,1.2,0.1,0.3,0.238,0.393,8.1,-0.2,-3.0,0.018,0.2,0.445,103.0,16.5,0.727,5.6,12.7,4.2,5.8,1.0,3.4,0.311
985,2813,2813,/players/m/martica02.html,Caleb Martin,2020,2022,F,"NC State, Nevada",6-5,205.0,"September 28, 1995",0.455,131,7.1,0.725,2.6,5.7,1.0,1.4,0.9,2.4,0.363,0.531,12.7,0.8,-0.6,0.096,5.0,0.414,139.0,13.6,0.725,4.4,10.5,2.6,3.6,2.2,6.2,0.359
986,2814,2814,/players/m/martica01.html,Cartier Martin,2009,2015,F,Kansas State,6-7,220.0,"November 20, 1984",0.392,243,5.1,0.729,1.8,4.5,0.6,0.9,0.9,2.4,0.372,0.491,10.1,-0.1,-2.1,0.054,3.7,0.458,112.0,13.8,0.78,4.6,10.1,2.9,3.8,1.6,4.0,0.399
987,2815,2815,/players/m/martico01.html,Cody Martin,2020,2022,G-F,"NC State, Nevada",6-5,205.0,"September 28, 1995",0.46,171,5.8,0.66,2.2,4.8,0.8,1.3,0.6,1.7,0.323,0.518,11.6,0.7,-1.2,0.079,6.0,0.501,122.0,9.7,0.689,3.7,7.4,1.9,2.7,0.4,1.3,0.325
988,2816,2816,/players/m/marticu01.html,Cuonzo Martin,1996,1997,G-F,Purdue,6-5,213.0,"September 23, 1971",0.25,7,1.3,0.0,0.4,1.7,0.0,0.3,0.4,0.7,0.6,0.375,4.2,0.0,-6.3,-0.151,-0.1,0.472,127.0,13.1,0.777,4.6,9.7,2.6,3.3,1.4,3.1,0.451
989,2817,2817,/players/m/martida01.html,Darrick Martin,1995,2008,G,UCLA,5-11,170.0,"March 6, 1971",0.382,514,6.9,0.843,2.3,6.0,1.6,1.9,0.7,2.0,0.34,0.438,12.5,-1.1,-2.5,0.05,9.6,0.458,129.0,9.3,0.754,3.1,6.9,2.4,3.2,0.5,1.7,0.322
990,2821,2821,/players/m/martija01.html,Jarell Martin,2016,2019,F,LSU,6-10,239.0,"May 24, 1994",0.434,184,5.4,0.766,2.0,4.7,1.0,1.3,0.3,1.0,0.346,0.47,10.5,-1.7,-4.3,0.053,3.2,0.494,65.0,13.7,0.689,5.0,10.1,3.1,4.5,0.6,2.0,0.308
991,2823,2823,/players/m/martije02.html,Jeremiah Martin,2020,2021,G,Memphis,6-3,185.0,"June 19, 1996",0.384,18,4.8,0.632,1.8,4.8,0.7,1.1,0.4,1.7,0.267,0.43,13.0,0.0,-2.2,0.011,0.0,0.441,124.0,13.1,0.745,4.2,9.5,3.6,4.8,1.2,3.6,0.325
992,2824,2824,/players/m/martike03.html,Kelan Martin,2020,2022,F,Butler,6-5,230.0,"August 3, 1995",0.414,96,5.5,0.889,2.1,5.1,0.5,0.6,0.7,2.4,0.307,0.487,10.4,-0.5,-3.6,0.028,0.7,0.437,136.0,15.1,0.786,5.2,12.0,2.9,3.7,1.6,4.7,0.348
993,2825,2825,/players/m/martike01.html,Kenyon Martin,2001,2015,F,Cincinnati,6-9,234.0,"December 30, 1977",0.483,757,12.3,0.629,5.1,10.6,2.0,3.2,0.1,0.4,0.234,0.487,15.0,12.1,0.1,0.1,48.0,0.586,116.0,11.0,0.581,4.4,7.5,2.2,3.7,0.0,0.1,0.222
994,2827,2827,/players/m/martike02.html,Kevin Martin,2005,2016,G,Western Carolina University,6-7,199.0,"February 1, 1983",0.437,714,17.4,0.87,5.4,12.3,5.0,5.7,1.6,4.2,0.384,0.502,17.7,16.1,1.0,0.137,61.3,0.462,79.0,23.3,0.841,7.2,15.5,6.8,8.0,2.2,6.4,0.346
995,2833,2833,/players/m/mashbja01.html,Jamal Mashburn,1994,2004,F,Kentucky,6-8,240.0,"November 29, 1972",0.418,611,19.1,0.766,7.0,16.7,3.8,5.0,1.3,3.6,0.345,0.456,15.7,13.4,0.3,0.092,43.7,0.516,98.0,18.8,0.697,6.9,13.3,3.5,5.1,1.5,4.0,0.376
996,2836,2836,/players/m/masonde01.html,Desmond Mason,2001,2010,F,Oklahoma State,6-7,224.0,"October 11, 1977",0.449,643,12.1,0.74,4.6,10.2,2.9,3.9,0.1,0.4,0.26,0.454,12.7,-2.1,-2.4,0.056,23.1,0.486,129.0,13.2,0.731,4.8,9.8,2.6,3.6,1.0,2.7,0.372
997,2837,2837,/players/m/masonfr01.html,Frank Mason III,2018,2021,G,Kansas,5-11,190.0,"April 3, 1994",0.396,103,6.7,0.755,2.4,6.1,1.4,1.9,0.5,1.7,0.301,0.438,12.8,-0.3,-2.6,0.035,1.2,0.454,145.0,13.0,0.761,4.2,9.2,3.3,4.4,1.3,3.0,0.42
998,2838,2838,/players/m/masonro01.html,Roger Mason,2003,2014,G,Virginia,6-5,200.0,"September 10, 1980",0.408,518,6.3,0.866,2.3,5.7,0.6,0.7,1.1,3.0,0.383,0.509,10.9,1.4,-1.4,0.068,13.0,0.436,89.0,13.8,0.869,4.4,10.0,3.6,4.1,1.5,4.1,0.375
999,2842,2842,/players/m/mathega01.html,Garrison Mathews,2020,2022,G,Lipscomb,6-5,215.0,"October 24, 1996",0.405,147,7.5,0.835,2.1,5.1,1.8,2.1,1.6,4.3,0.371,0.56,10.7,0.0,-2.0,0.092,5.7,0.446,134.0,18.5,0.789,5.6,12.6,4.5,5.8,2.7,7.2,0.374
1000,2844,2844,/players/m/mathida01.html,Dakota Mathias,2021,2022,G,Purdue,6-4,200.0,"July 11, 1995",0.389,14,3.9,0.333,1.5,3.9,0.1,0.4,0.7,2.3,0.313,0.481,9.9,0.0,-2.2,0.067,0.2,0.434,141.0,8.1,0.805,2.7,6.3,0.9,1.1,1.8,4.2,0.419
1001,2847,2847,/players/m/matthwe02.html,Wesley Matthews,2010,2022,G,Marquette,6-4,220.0,"October 14, 1986",0.421,898,12.2,0.824,4.2,9.9,1.9,2.3,2.0,5.3,0.377,0.521,12.5,12.9,-0.1,0.095,53.8,0.444,127.0,13.2,0.799,4.0,9.1,4.3,5.4,0.8,2.3,0.341
1002,2850,2850,/players/m/maxeyty01.html,Tyrese Maxey,2021,2022,G,Kentucky,6-2,200.0,"November 4, 2000",0.478,136,13.2,0.867,5.0,10.5,2.0,2.3,1.2,3.0,0.396,0.535,15.8,1.9,0.0,0.123,9.2,0.427,31.0,14.0,0.833,4.8,11.3,3.2,3.9,1.1,3.6,0.292
1003,2851,2851,/players/m/maxieja01.html,Jason Maxiell,2006,2015,F,Cincinnati,6-7,260.0,"February 18, 1983",0.495,618,5.6,0.564,2.3,4.6,1.1,2.0,0.0,0.0,0.0,0.495,13.0,-1.4,-2.5,0.086,20.3,0.507,129.0,12.1,0.653,4.4,8.6,3.4,5.2,0.0,0.1,0.286
1004,2856,2856,/players/m/mayse01.html,Sean May,2006,2010,F,UNC,6-9,266.0,"April 4, 1984",0.458,119,6.9,0.746,2.7,5.9,1.4,1.9,0.0,0.1,0.231,0.46,14.9,0.2,-1.7,0.068,2.6,0.513,77.0,15.8,0.717,5.7,11.2,4.3,6.0,0.0,0.1,0.0
1005,2857,2857,/players/m/maybele01.html,Lee Mayberry,1993,1999,G,Arkansas,6-1,172.0,"June 12, 1970",0.415,496,5.1,0.659,1.9,4.6,0.5,0.8,0.8,2.0,0.377,0.498,10.1,-2.3,-2.9,0.036,7.9,0.495,139.0,14.0,0.724,5.2,10.5,2.0,2.7,1.6,3.7,0.424
1006,2859,2859,/players/m/mayesth01.html,Tharon Mayes,1992,1992,G,Florida State,6-3,175.0,"September 9, 1968",0.303,24,4.1,0.667,1.3,4.1,1.0,1.5,0.6,1.7,0.366,0.379,6.4,-0.2,-5.8,-0.075,-0.4,0.495,77.0,16.4,0.784,6.1,12.2,2.6,3.3,1.7,4.4,0.38
1007,2862,2862,/players/m/maynoer01.html,Eric Maynor,2010,2014,G,VCU,6-3,175.0,"June 11, 1987",0.392,267,4.3,0.721,1.6,4.2,0.6,0.8,0.4,1.2,0.35,0.442,10.6,-0.8,-2.9,0.041,3.3,0.449,130.0,15.0,0.791,5.0,11.2,3.9,4.9,1.1,3.0,0.37
1008,2863,2863,/players/m/mayooj01.html,O.J. Mayo,2009,2016,G,USC,6-5,210.0,"November 5, 1987",0.429,547,13.8,0.82,5.1,12.0,2.0,2.5,1.6,4.2,0.373,0.494,13.4,4.7,-0.9,0.062,21.8,0.442,33.0,20.7,0.803,7.2,16.2,3.7,4.6,2.7,6.5,0.409
1009,2864,2864,/players/m/mayssk01.html,Skylar Mays,2021,2022,G,LSU,6-4,205.0,"September 5, 1997",0.469,61,3.3,0.882,1.2,2.7,0.5,0.6,0.4,1.1,0.338,0.537,14.5,0.3,0.1,0.104,1.1,0.445,130.0,12.4,0.845,4.0,9.0,3.1,3.7,1.3,3.9,0.345
1010,2865,2865,/players/m/maystr01.html,Travis Mays,1991,1993,G,Texas,6-2,190.0,"June 19, 1968",0.41,115,11.1,0.749,3.7,9.1,2.7,3.6,0.9,2.5,0.362,0.459,11.7,-0.5,-2.6,0.039,2.4,0.442,124.0,18.4,0.746,6.1,13.8,4.2,5.6,2.0,5.4,0.37
1011,2867,2867,/players/m/mbahalu01.html,Luc Mbah a Moute,2009,2020,F,UCLA,6-8,230.0,"September 9, 1986",0.454,689,6.4,0.659,2.4,5.4,1.2,1.8,0.3,0.9,0.334,0.482,10.7,2.0,-1.5,0.078,26.0,0.503,107.0,8.7,0.668,3.4,6.8,1.7,2.5,0.2,0.9,0.215
1012,2869,2869,/players/m/mcadoja01.html,James Michael McAdoo,2015,2018,F,UNC,6-9,230.0,"January 4, 1993",0.528,111,3.0,0.534,1.2,2.3,0.6,1.1,0.0,0.2,0.294,0.538,14.6,0.0,-1.9,0.133,2.4,0.447,108.0,11.4,0.569,4.3,9.7,2.8,4.9,0.0,0.1,0.0
1013,2871,2871,/players/m/mcbrimi01.html,Miles McBride,2022,2022,G,West Virginia,6-2,200.0,"September 8, 2000",0.296,40,2.2,0.667,0.8,2.7,0.2,0.3,0.4,1.7,0.25,0.375,6.1,-0.2,-4.5,0.032,0.2,0.419,60.0,12.6,0.785,4.3,10.3,2.8,3.6,1.2,3.2,0.368
1014,2872,2872,/players/m/mccalta01.html,Tahjere McCall,2019,2019,G,Tennessee State,6-5,195.0,"August 17, 1994",0.667,1,4.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.667,9.6,0.0,-6.6,0.055,0.0,0.427,117.0,10.0,0.677,3.3,7.8,3.1,4.6,0.3,1.2,0.23
1015,2873,2873,/players/m/mccalra01.html,Ray McCallum,2014,2016,G,Detroit Mercy,6-3,190.0,"June 12, 1991",0.408,154,6.0,0.711,2.4,5.9,0.7,0.9,0.5,1.4,0.335,0.447,11.0,-0.4,-2.6,0.035,2.1,0.465,102.0,15.9,0.723,5.4,11.5,4.2,5.8,1.0,3.3,0.29
1016,2877,2877,/players/m/mccanra01.html,Rashad McCants,2006,2009,G,UNC,6-4,207.0,"September 25, 1984",0.431,249,10.0,0.741,3.7,8.6,1.4,1.8,1.2,3.2,0.368,0.499,12.9,0.4,-1.7,0.035,3.6,0.486,98.0,17.6,0.721,6.3,12.9,2.8,3.8,2.3,5.4,0.415
1017,2884,2884,/players/m/mccarwa01.html,Walter McCarty,1997,2006,F,Kentucky,6-10,230.0,"February 1, 1974",0.392,593,5.2,0.698,1.8,4.7,0.7,1.0,0.8,2.2,0.346,0.474,10.1,0.8,-1.7,0.064,13.7,0.515,103.0,9.2,0.684,3.4,6.6,1.6,2.4,0.7,1.8,0.401
1018,2885,2885,/players/m/mccasam01.html,Amal McCaskill,1997,2004,F-C,Marquette,6-11,235.0,"October 28, 1973",0.377,114,1.8,0.609,0.7,1.9,0.4,0.6,0.0,0.0,0.0,0.377,7.7,-0.7,-4.7,0.024,0.5,0.545,111.0,7.8,0.644,3.0,5.4,1.8,2.8,0.0,0.0,0.4
1019,2886,2886,/players/m/mccawpa01.html,Patrick McCaw,2017,2021,G,UNLV,6-7,181.0,"October 25, 1995",0.42,199,3.8,0.785,1.5,3.5,0.4,0.5,0.5,1.5,0.305,0.486,7.8,-0.6,-2.8,0.062,4.4,0.439,65.0,12.2,0.753,4.2,9.6,1.9,2.5,1.9,5.2,0.367
1020,2892,2892,/players/m/mccluma01.html,Mac McClung,2022,2022,G,"Georgetown, Texas Tech",6-2,185.0,"January 6, 1999",0.5,2,4.0,1.0,1.5,3.0,0.5,0.5,0.5,1.5,0.333,0.583,5.2,0.0,-9.6,-0.043,0.0,0.403,79.0,14.7,0.797,4.9,12.1,3.5,4.4,1.5,4.7,0.313
1021,2893,2893,/players/m/mccolcj01.html,CJ McCollum,2014,2022,G,Lehigh,6-3,190.0,"September 19, 1991",0.455,590,19.2,0.81,7.4,16.2,2.1,2.6,2.3,5.9,0.396,0.527,17.6,15.7,1.3,0.104,40.3,0.439,111.0,21.3,0.825,6.9,15.7,5.5,6.7,2.0,5.2,0.377
1022,2896,2896,/players/m/mccontj01.html,T.J. McConnell,2016,2022,G,"Duquesne, Arizona",6-1,190.0,"March 25, 1992",0.503,481,6.9,0.769,3.1,6.1,0.5,0.7,0.2,0.7,0.327,0.522,14.6,5.0,-0.1,0.098,21.9,0.49,139.0,10.2,0.749,4.0,8.1,1.3,1.7,1.0,2.6,0.38
1023,2905,2905,/players/m/mcculch01.html,Chris McCullough,2016,2018,F,Syracuse,6-11,200.0,"February 5, 1995",0.426,59,3.3,0.548,1.3,3.1,0.4,0.7,0.3,0.8,0.306,0.467,13.2,-0.1,-2.5,0.054,0.6,0.478,16.0,9.3,0.563,3.4,7.1,2.5,4.4,0.1,0.1,1.0
1024,2907,2907,/players/m/mcdancl01.html,Clint McDaniel,1996,1996,G,Arkansas,6-4,180.0,"February 26, 1972",0.348,12,2.5,0.75,0.7,1.9,1.0,1.3,0.2,0.5,0.333,0.391,15.6,0.1,1.7,0.151,0.2,0.425,125.0,8.1,0.737,2.6,6.2,1.8,2.4,1.0,2.8,0.352
1025,2909,2909,/players/m/mcdanja02.html,Jaden McDaniels,2021,2022,F,Washington,6-9,185.0,"September 29, 2000",0.455,133,8.1,0.724,3.2,6.9,0.6,0.9,1.1,3.4,0.338,0.537,9.6,-1.0,-3.2,0.056,3.9,0.405,31.0,13.0,0.763,4.4,10.8,2.8,3.7,1.4,4.1,0.339
1026,2910,2910,/players/m/mcdanja01.html,Jalen McDaniels,2020,2022,F,San Diego State,6-9,205.0,"January 31, 1998",0.475,118,6.6,0.732,2.4,5.2,0.9,1.3,0.7,2.0,0.359,0.545,11.9,-0.5,-2.8,0.078,3.4,0.504,67.0,13.2,0.758,5.0,10.0,2.7,3.6,0.4,1.4,0.298
1027,2912,2912,/players/m/mcdankj01.html,K.J. McDaniels,2015,2017,G-F,Clemson,6-6,205.0,"February 9, 1993",0.412,148,5.3,0.776,1.9,4.6,1.1,1.4,0.5,1.6,0.29,0.464,10.8,-0.4,-2.8,0.03,1.3,0.45,94.0,11.0,0.767,3.9,8.6,2.4,3.2,0.9,2.8,0.313
1028,2913,2913,/players/m/mcderdo01.html,Doug McDermott,2015,2022,F,Creighton,6-7,225.0,"January 3, 1992",0.476,527,9.2,0.82,3.5,7.3,0.9,1.0,1.4,3.4,0.409,0.57,11.9,0.4,-1.9,0.084,19.2,0.55,145.0,21.7,0.831,7.9,14.3,4.1,4.9,1.9,4.1,0.458
1029,2914,2914,/players/m/mcderse01.html,Sean McDermott,2021,2021,F,Butler,6-6,195.0,"November 3, 1996",0.394,18,2.2,1.0,0.7,1.8,0.4,0.4,0.3,1.2,0.227,0.47,7.2,-0.1,-4.3,0.05,0.2,0.467,125.0,7.8,0.824,2.6,5.6,0.9,1.1,1.6,4.0,0.403
1030,2920,2920,/players/m/mcdyean01.html,Antonio McDyess,1996,2011,F-C,Alabama,6-9,220.0,"September 7, 1974",0.497,1015,12.0,0.67,5.0,10.0,2.1,3.1,0.0,0.1,0.117,0.497,17.2,13.2,-0.1,0.119,69.8,0.533,59.0,12.8,0.625,5.4,10.1,2.0,3.3,0.0,0.0,0.0
1031,2923,2923,/players/m/mcfariv01.html,Ivan McFarlin,2007,2007,F,Oklahoma State,6-8,240.0,"April 26, 1982",0.385,11,1.4,0.714,0.5,1.2,0.5,0.6,0.0,0.1,0.0,0.385,12.2,0.0,-5.2,0.102,0.1,0.584,132.0,11.6,0.668,4.6,7.9,2.3,3.5,0.0,0.0,0.4
1032,2925,2925,/players/m/mcgarmi01.html,Mitch McGary,2015,2016,F-C,Michigan,6-10,255.0,"June 6, 1992",0.527,52,4.4,0.58,1.9,3.6,0.6,1.0,0.0,0.1,0.0,0.527,15.4,-0.1,-2.6,0.108,1.3,0.588,47.0,7.8,0.513,3.5,5.9,0.8,1.6,0.0,0.0,0.0
1033,2926,2926,/players/m/mcgeeja01.html,JaVale McGee,2009,2022,C,Nevada,7-0,270.0,"January 19, 1988",0.576,821,8.0,0.605,3.4,5.9,1.1,1.9,0.0,0.1,0.182,0.577,19.6,7.4,0.1,0.146,42.4,0.542,66.0,8.7,0.514,3.5,6.5,1.4,2.7,0.2,0.7,0.356
1034,2933,2933,/players/m/mcgrica01.html,Cameron McGriff,2022,2022,F,Oklahoma State,6-7,230.0,"September 30, 1997",0.357,3,4.7,1.0,1.7,4.7,0.7,0.7,0.7,2.0,0.333,0.429,12.5,0.0,-4.0,0.097,0.1,0.427,132.0,9.2,0.802,2.9,6.8,2.6,3.3,0.7,2.3,0.313
1035,2935,2935,/players/m/mcgruro01.html,Rodney McGruder,2017,2022,G,Kansas State,6-4,205.0,"July 29, 1991",0.421,285,5.8,0.658,2.2,5.2,0.5,0.8,0.9,2.6,0.352,0.51,9.5,0.0,-2.0,0.071,8.3,0.452,135.0,11.7,0.759,4.2,9.3,1.9,2.5,1.4,3.7,0.381
1036,2939,2939,/players/m/mcguido01.html,Dominic McGuire,2008,2013,F,"California, Fresno State",6-9,220.0,"October 20, 1985",0.419,342,2.7,0.658,1.1,2.7,0.5,0.7,0.0,0.0,0.188,0.42,9.8,-0.1,-2.1,0.037,4.1,0.462,86.0,8.7,0.556,3.3,7.2,1.8,3.2,0.3,1.1,0.253
1037,2943,2943,/players/m/mcinnje01.html,Jeff McInnis,1997,2008,G,UNC,6-4,190.0,"October 22, 1974",0.431,576,9.4,0.796,3.8,8.8,1.2,1.6,0.5,1.6,0.328,0.461,12.6,-0.3,-2.1,0.07,23.1,0.459,100.0,11.3,0.719,4.0,8.8,1.8,2.6,1.4,3.5,0.397
1038,2951,2951,/players/m/mckieaa01.html,Aaron McKie,1995,2007,G,Temple,6-5,209.0,"October 2, 1972",0.438,793,7.4,0.779,2.9,6.5,1.2,1.5,0.5,1.4,0.35,0.475,12.8,12.9,0.7,0.1,40.0,0.421,92.0,17.9,0.79,6.1,14.5,3.8,4.8,1.9,5.3,0.366
1039,2956,2956,/players/m/mckinal01.html,Alfonzo McKinnie,2018,2022,F,Green Bay,6-7,215.0,"September 17, 1992",0.467,182,4.0,0.583,1.6,3.4,0.3,0.6,0.5,1.4,0.326,0.535,10.4,-1.2,-4.2,0.071,3.1,0.506,96.0,7.2,0.622,2.8,5.6,1.3,2.0,0.3,0.8,0.351
1040,2958,2958,/players/m/mclaujo01.html,Jordan McLaughlin,2020,2022,G,USC,5-11,185.0,"April 9, 1996",0.444,143,5.0,0.725,1.9,4.3,0.6,0.8,0.6,1.8,0.352,0.515,13.6,1.0,-0.4,0.101,5.1,0.439,128.0,12.9,0.738,4.5,10.2,2.5,3.4,1.4,3.8,0.379
1041,2959,2959,/players/m/mclembe01.html,Ben McLemore,2014,2022,G,Kansas,6-3,195.0,"February 11, 1993",0.414,556,9.0,0.78,3.2,7.7,1.1,1.4,1.6,4.3,0.363,0.516,9.8,-3.4,-3.1,0.035,9.0,0.495,37.0,15.9,0.87,5.4,10.8,3.2,3.7,2.0,4.7,0.42
1042,2962,2962,/players/m/mcleoke01.html,Keith McLeod,2004,2007,G,Bowling Green,6-2,188.0,"November 5, 1979",0.357,200,5.5,0.8,1.8,5.1,1.6,2.0,0.3,1.0,0.282,0.386,9.6,-1.4,-3.5,0.024,1.9,0.426,111.0,17.1,0.791,5.2,12.1,5.0,6.3,1.8,4.5,0.399
1043,2963,2963,/players/m/mcleoro01.html,Roshown McLeod,1999,2001,F,"St. John's, Duke",6-8,221.0,"November 17, 1975",0.409,113,7.2,0.819,3.0,7.3,1.2,1.5,0.0,0.4,0.111,0.412,10.1,-1.3,-4.4,0.004,0.2,0.479,126.0,10.7,0.711,4.0,8.3,2.1,3.0,0.6,1.5,0.383
1044,2973,2973,/players/m/mcneaje01.html,Jerel McNeal,2015,2015,G,Marquette,6-3,200.0,"June 1, 1987",0.273,6,1.5,1.0,0.5,1.8,0.3,0.3,0.2,0.3,0.5,0.318,1.2,-0.1,-9.1,-0.149,-0.1,0.44,130.0,15.3,0.717,5.6,12.7,2.8,4.0,1.3,3.6,0.347
1045,2978,2978,/players/m/mcphepa01.html,Paul McPherson,2001,2001,G,DePaul,6-4,210.0,"July 3, 1978",0.505,55,4.8,0.724,2.0,3.9,0.8,1.1,0.0,0.2,0.167,0.509,13.6,0.0,-1.9,0.074,0.9,0.53,32.0,11.2,0.629,4.7,8.8,1.8,2.8,0.2,0.5,0.313
1046,2981,2981,/players/m/mcraejo01.html,Jordan McRae,2016,2020,G,Tennessee,6-5,179.0,"March 28, 1991",0.417,123,6.9,0.772,2.5,5.9,1.3,1.7,0.7,1.9,0.355,0.474,13.2,0.0,-2.1,0.048,1.7,0.417,114.0,13.3,0.769,4.4,10.4,3.1,4.0,1.6,4.6,0.343
